,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,1.5581214869157671,1.6520791671722932,1.6591657371992192,1.6869545465280031,1.6937496512686252,1.7036679190314592,1.7048676893569932,1.719463649086561,1.72180652999469,1.7239559158321878,1.7366139402618772,1.7429107048353003,1.764464379458008,1.7650544892106987,1.7660904462154208,1.7682676379597562,1.7688838273491718,1.7729449496139285,1.7751908297809902
1,0.0,1.5606419544333119,1.6740311249258137,1.6745850715268817,1.6950828365338295,1.7073302225057836,1.7148651316742076,1.72180652999469,1.7394537732943207,1.7502834882782434,1.7547952167370247,1.7570960646839855,1.7759720850846041,1.779287358301855,1.781834825713851,1.789612187749253,1.7907218074778293,1.790759797477743,1.7985951574239476,1.8004833432599912
2,0.0,1.0721975520022564,1.1122739754442768,1.1681864628037666,1.17748031859209,1.200113296908607,1.2070379626742103,1.2140985381745024,1.22168242035459,1.2327537362434455,1.2416194718385882,1.2443117893728188,1.2492319324682102,1.2581957420649743,1.2598720879118182,1.2676865872122272,1.2690468685069158,1.2750697216109288,1.28649693487024,1.2915427045276875
3,0.0,1.8870906441127737,1.8979346285235437,1.9162148132234285,1.9304852339739844,1.9316255389974113,1.9320967812050802,1.9391418280874468,1.9462414796269785,1.947275754939751,1.9552150130137738,1.9615745408977525,1.9664196502007623,1.9675578063462213,1.9753272293633222,1.976588653405854,1.978288932870185,1.98285688149737,1.9863847497957543,1.9873580377073092
4,0.0,1.464454040574657,1.5067678200343833,1.5154085849363585,1.5716407666713093,1.5928914244752506,1.607675634947577,1.6244390628821197,1.625392436513144,1.6337916174805507,1.636856413050601,1.645969772891079,1.6535202288111182,1.6565696477683463,1.6573400272037013,1.6582053647647,1.6611644698276968,1.6637117994073258,1.6673640975729402,1.6720245425561906
5,0.0,1.3033295558134455,1.364927311849356,1.3659867450413063,1.3915862142160975,1.4240927985243776,1.4514385680716597,1.4559933776008909,1.460976195859581,1.467030417720839,1.4728283334559282,1.4842437903726324,1.4884118922444574,1.4910074240978237,1.5061549175381048,1.5094216368610551,1.5280425724828142,1.5298636114452042,1.5334925096009016,1.5335436531609694
6,0.0,1.4946588388719362,1.4985269525387626,1.5438383612754114,1.5480885286773263,1.5550322150018825,1.565808063847878,1.5760336313427235,1.5765038745819904,1.576950585004059,1.5777656706873955,1.5784641306974347,1.59388042124516,1.5947719953638828,1.5950763660576381,1.5954646660490093,1.5957497410589485,1.598348679722289,1.6020379536123381,1.6037568055110996
7,0.0,2.729026282331839,2.7689079467658404,2.7822656580747736,2.794909988440017,2.807330466656346,2.822992993754903,2.8267858686082636,2.8539618847025188,2.854095049450199,2.867135092638962,2.8717468151270333,2.8717519854060587,2.8732744714597107,2.874127405213723,2.874336160118775,2.874639907310004,2.875112630899817,2.878166903802656,2.8801681101186922
8,0.0,1.3904365373962684,1.4036384582969617,1.43544693554486,1.4949224559803211,1.5215812102684159,1.544405986847357,1.5480186163361622,1.5488753055603652,1.54961688406992,1.5504434196142434,1.5569849916485299,1.5580665722962805,1.567173275408566,1.5729080869262255,1.5794847933647969,1.5856407202567024,1.5936370955938812,1.5953285187725987,1.5956787439442885
9,0.0,1.4544972410802477,1.4616492860669381,1.4627763680507662,1.4658570718554569,1.4773880035696823,1.5008331303826448,1.5053061886872496,1.5179431873028506,1.5205005050609477,1.520966638226541,1.526744020938659,1.5276428656959482,1.5323510431326361,1.5363903101460592,1.5366456363781893,1.538909871944622,1.545000104544775,1.5484225604542565,1.5649744795303528
10,0.0,2.2514751266851785,2.2749925164320683,2.303577860173778,2.3375626596178076,2.3387455959454257,2.344140714635117,2.350406900841594,2.359116152837,2.37989100019496,2.387189723394122,2.393575762116538,2.400940285939855,2.4126575494805165,2.422696778850413,2.4261952752579163,2.4374703049379627,2.43764999529074,2.438639775526716,2.441429073634562
11,0.0,1.1778293958824058,1.365281271900383,1.379963092853345,1.4014619671438233,1.4155086754015356,1.4355336646350558,1.4464870645757688,1.4481522706381251,1.4494261325100373,1.4569397097655885,1.4752583648925783,1.4823272456364402,1.4898182068827788,1.4928175034333317,1.497712397477191,1.4999991946133147,1.5039171861638703,1.5054373268434735,1.5057019696429634
12,0.0,1.2569673171979443,1.3121511861668291,1.3283874016919106,1.3309227512589752,1.3322957565324332,1.333377548662694,1.343070249534246,1.3461693399516035,1.3500525225632118,1.3556571762858505,1.3652768579976602,1.380269668345051,1.3837380156801977,1.3855707727461382,1.3889142269621284,1.390720588655176,1.394655650508684,1.3966026014442907,1.401888462603352
13,0.0,1.3079893626180692,1.3874856634754267,1.402587450450715,1.4141783988722658,1.4390346058532282,1.442772331310393,1.4446941630903243,1.4531347581449798,1.4536166486367952,1.4566158711069113,1.457114628897633,1.4577263732208943,1.463832465372275,1.4657503030018082,1.470175248541621,1.4781090604047575,1.4786116658630493,1.4794359215767077,1.4804326816029343
14,0.0,1.162259039908029,1.1871467117320762,1.2593675948185117,1.277257206181589,1.279734178032349,1.3123042206651854,1.3170581701317503,1.3291655278810632,1.3315419501233587,1.348453848386164,1.3508252487933547,1.3554469956989057,1.355836983013273,1.3764725814885854,1.3768858720539723,1.380243416942666,1.3820796692515454,1.3890980292569834,1.3911508833793471
15,0.0,1.465757988936848,1.5835943776981143,1.6645703914178014,1.669095755805034,1.6771120462957598,1.6793244371741118,1.684407302340286,1.6861887671844604,1.7067601481557837,1.7142629223372792,1.7211573354558514,1.7216303364725543,1.7240755603831621,1.7247813581554796,1.7406869129796911,1.7423239216127515,1.7445770872770023,1.7541354213053264,1.7576450997093307
16,0.0,1.5832167340726235,1.5995627146954334,1.6099369820801062,1.6131943985798654,1.617735562574167,1.6327920587879368,1.6362842190116713,1.65084996132692,1.6704261563410447,1.6731570537327998,1.6740177204556659,1.6742449912950552,1.6934657059421936,1.704633076062437,1.7161674750553328,1.717355590956385,1.7189460312415668,1.7189706613208307,1.724874559898685
17,0.0,1.2196654408431118,1.2587908282089892,1.2923870951005365,1.2991360964311613,1.3139211013649645,1.3498085121582717,1.3580351816561442,1.3711265017127028,1.372531185139021,1.381064757755146,1.3817369602371332,1.3937028443038544,1.3959477364841024,1.398893617330736,1.4001205073410956,1.405868365628978,1.4068965713976018,1.4107032596891447,1.41493948778309
18,0.0,1.9443588295874104,1.957527799257231,1.9604021714018303,1.9618276610986036,1.9683305991207638,1.9746388737226226,1.990449637042111,1.9917772487632897,2.00286167523622,2.0034004942279426,2.00671665453843,2.012119085247021,2.0136893294449107,2.014572702001962,2.015370180647813,2.0199013811233613,2.0202475271468705,2.0320604905792927,2.0385855399774777
19,0.0,1.6066030593318368,1.7230145082754915,1.7444858557174074,1.7627432219514265,1.781924007901718,1.7921806216183491,1.797420694711876,1.8074618072819275,1.8201456917774297,1.8210187351059062,1.8242378837146416,1.8244133374569373,1.8345224501198876,1.840926435891686,1.842589185746897,1.8450649804524915,1.845596012145984,1.8581766688789414,1.8607201902049926
20,0.0,1.5680638649493714,1.6711672431919975,1.6993423107271077,1.7292419589729788,1.7374614714202334,1.834580747312972,1.9057933064883203,1.9111468812343864,1.9159390198992405,1.92074488231477,1.9297314977758904,1.9307048956543862,1.9334636959876075,1.93861950384005,1.9667456456794938,1.9763757594118971,1.9841363249988273,1.9846690904692934,1.9897976698397395
